
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-04 09:10:00'    4241.589     130.108            
'2015-07-04 09:15:00'    4165.631     352.733            
'2015-07-04 09:20:00'    4275.467     191.754            
'2015-07-04 09:25:00'    4243.955     343.593            
'2015-07-04 09:30:00'    4396.095     286.938            
'2015-07-04 09:35:00'    4353.841     323.247            
'2015-07-04 09:40:00'    4310.023     356.026            
'2015-07-04 09:45:00'    4343.129     409.805            
'2015-07-04 09:50:00'    4309.737     516.720            
'2015-07-04 09:55:00'    4291.242     469.711            
'2015-07-04 10:00:00'    4366.967     502.533            
'2015-07-04 10:05:00'    4450.718     416.355            
'2015-07-04 10:10:00'    4410.956     300.969            
'2015-07-04 10:15:00'    4298.735     431.066            
'2015-07-04 10:20:00'    4436.486     333.429            
'2015-07-04 10:25:00'    4377.616     162.204            
'2015-07-04 10:30:00'    4459.397     162.348            
'2015-07-04 10:35:00'    4503.568     112.725            
'2015-07-04 10:40:00'    4374.000      53.692            
'2015-07-04 10:45:00'    4442.277      91.701            
'2015-07-04 10:50:00'    4259.979                  74.828
'2015-07-04 10:55:00'    4363.792                 204.229
'2015-07-04 11:00:00'    4329.000                 132.901
'2015-07-04 11:05:00'    4256.185                 216.024
'2015-07-04 11:10:00'    4308.880                 119.466
'2015-07-04 11:15:00'    4189.048                 313.998
'2015-07-04 11:20:00'    4106.292                 246.216
'2015-07-04 11:25:00'    4069.579                 293.366
'2015-07-04 11:30:00'    4035.451                 342.219
'2015-07-04 11:35:00'    4030.307                 323.076
'2015-07-04 11:40:00'    3887.447                 439.898
'2015-07-04 11:45:00'    3964.839                 260.740
'2015-07-04 11:50:00'    3888.746                 497.458
'2015-07-04 11:55:00'    3778.837                 489.097
'2015-07-04 12:00:00'    3772.500                 547.000
'2015-07-04 12:05:00'    3716.899                 593.617
'2015-07-04 12:10:00'    3764.397                 415.192
'2015-07-04 12:15:00'    3821.673                 427.625
'2015-07-04 12:20:00'    3885.743                 560.166
'2015-07-04 12:25:00'    3861.611                 350.034
'2015-07-04 12:30:00'    3883.046                 414.457
'2015-07-04 12:35:00'    3909.651                 378.215
'2015-07-04 12:40:00'    3941.150                 488.901
'2015-07-04 12:45:00'    3981.743                 388.321
'2015-07-04 12:50:00'    3948.684                 299.431
'2015-07-04 12:55:00'    4109.420                  87.617
'2015-07-04 13:00:00'    4026.500                 245.533
'2015-07-04 13:05:00'    3987.834                 291.987
'2015-07-04 13:10:00'    4010.643                 227.957
'2015-07-04 13:15:00'    3999.229                 401.270
'2015-07-04 13:20:00'    3912.337                 351.389
'2015-07-04 13:25:00'    3925.950                 371.459
'2015-07-04 13:30:00'    3828.398                 419.462
'2015-07-04 13:35:00'    3842.454                 486.357
'2015-07-04 13:40:00'    3825.802                 459.649
'2015-07-04 13:45:00'    3806.765                 486.121
'2015-07-04 13:50:00'    3772.997                 549.446
'2015-07-04 13:55:00'    3820.226                 470.799
'2015-07-04 14:00:00'    3768.000                 504.033
'2015-07-04 14:05:00'    3841.170                 374.833
'2015-07-04 14:10:00'    3714.203                 464.639
'2015-07-04 14:15:00'    3826.759                 457.039
'2015-07-04 14:20:00'    3718.693                 483.860
'2015-07-04 14:25:00'    3762.389                 405.470
'2015-07-04 14:30:00'    3543.804                 634.874
'2015-07-04 14:35:00'    3672.144                 578.891
'2015-07-04 14:40:00'    3688.076                 379.558
'2015-07-04 14:45:00'    3630.915                 427.390
'2015-07-04 14:50:00'    3588.588                 439.304
'2015-07-04 14:55:00'    3604.382                 527.257
'2015-07-04 15:00:00'    3565.000                 517.165
'2015-07-04 15:05:00'    3454.490                 683.050
'2015-07-04 15:10:00'    3464.936                 584.379
'2015-07-04 15:15:00'    3439.320                 771.189
'2015-07-04 15:20:00'    3504.856                 612.228
'2015-07-04 15:25:00'    3354.861                 724.961
'2015-07-04 15:30:00'    3416.642                 639.707
'2015-07-04 15:35:00'    3346.590                 691.995
'2015-07-04 15:40:00'    3260.124                 854.576
'2015-07-04 15:45:00'    3338.435                 777.714
'2015-07-04 15:50:00'    3195.463                 767.720
'2015-07-04 15:55:00'    3154.924                 920.687
'2015-07-04 16:00:00'    3170.500                 864.198
'2015-07-04 16:05:00'    3116.664                 914.662
'2015-07-04 16:10:00'    3027.183                1050.972
'2015-07-04 16:15:00'    3034.054                1033.666
'2015-07-04 16:20:00'    2968.904                1093.343
'2015-07-04 16:25:00'    2881.380                1236.462
'2015-07-04 16:30:00'    2812.502                1125.965
'2015-07-04 16:35:00'    2825.912                1227.561
'2015-07-04 16:40:00'    2731.297                1385.949
'2015-07-04 16:45:00'    2710.646                1368.246
'2015-07-04 16:50:00'    2613.911                1529.643
'2015-07-04 16:55:00'    2633.038                1389.061
'2015-07-04 17:00:00'    2532.500                1644.599
'2015-07-04 17:05:00'    2562.352                1721.686
'2015-07-04 17:10:00'    2606.214                1554.015
'2015-07-04 17:15:00'    2555.101                1635.119
'2015-07-04 17:20:00'    2606.712                1646.052
'2015-07-04 17:25:00'    2629.957                1686.840
'2015-07-04 17:30:00'    2611.954                1616.641
'2015-07-04 17:35:00'    2662.134                1543.708
'2015-07-04 17:40:00'    2774.827                1527.606
'2015-07-04 17:45:00'    2682.985                1618.983
'2015-07-04 17:50:00'    2636.993                1640.932
'2015-07-04 17:55:00'    2755.393                1673.566
'2015-07-04 18:00:00'    2731.500                1635.467
'2015-07-04 18:05:00'    2675.055                1746.826
'2015-07-04 18:10:00'    2550.568                1797.491
'2015-07-04 18:15:00'    2510.019                1974.365
'2015-07-04 18:20:00'    2400.297                2052.486
'2015-07-04 18:25:00'    2328.957                2081.697
'2015-07-04 18:30:00'    2236.472                2382.625
'2015-07-04 18:35:00'    2137.094                2368.810
'2015-07-04 18:40:00'    2106.459                2497.153
'2015-07-04 18:45:00'    2057.609                2699.011
'2015-07-04 18:50:00'    1968.343                2804.212
'2015-07-04 18:55:00'    1842.503                2861.374
'2015-07-04 19:00:00'    1743.500                3003.203
'2015-07-04 19:05:00'    1778.172                3055.211
'2015-07-04 19:10:00'    1763.441                2928.576
'2015-07-04 19:15:00'    1786.124                2992.432
'2015-07-04 19:20:00'    1819.732                2817.892
'2015-07-04 19:25:00'    1828.714                2979.708
'2015-07-04 19:30:00'    1801.098                2883.754
'2015-07-04 19:35:00'    1804.439                2866.350
'2015-07-04 19:40:00'    1871.406                2689.375
'2015-07-04 19:45:00'    1885.967                2649.953
'2015-07-04 19:50:00'    1841.496                2735.660
'2015-07-04 19:55:00'    1838.945                2769.235
'2015-07-04 20:00:00'    1901.000                2703.302
'2015-07-04 20:05:00'    1971.479                2673.781
'2015-07-04 20:10:00'    2017.958                2692.851
'2015-07-04 20:15:00'    2099.456                2411.290
'2015-07-04 20:20:00'    2181.793                2523.677
'2015-07-04 20:25:00'    2229.764                2423.010
'2015-07-04 20:30:00'    2296.549                2237.776
'2015-07-04 20:35:00'    2316.081                2121.937
'2015-07-04 20:40:00'    2385.104                2068.308
'2015-07-04 20:45:00'    2346.580                2201.044
'2015-07-04 20:50:00'    2485.990                1907.163
'2015-07-04 20:55:00'    2531.366                2083.113
'2015-07-04 21:00:00'    2626.000                1883.368
'2015-07-04 21:05:00'    2585.425                2058.956
'2015-07-04 21:10:00'    2617.197                1851.746
'2015-07-04 21:15:00'    2596.562                1796.699
'2015-07-04 21:20:00'    2535.524                1903.100
'2015-07-04 21:25:00'    2646.154                1692.029
'2015-07-04 21:30:00'    2606.101                1779.235
'2015-07-04 21:35:00'    2606.615                1699.908
'2015-07-04 21:40:00'    2681.366                1637.374
'2015-07-04 21:45:00'    2552.132                1830.801
'2015-07-04 21:50:00'    2447.036                1925.776
'2015-07-04 21:55:00'    2581.738                1650.123
'2015-07-04 22:00:00'    2566.000                1706.033
'2015-07-04 22:05:00'    2577.569                1728.595
'2015-07-04 22:10:00'    2528.992                1751.602
'2015-07-04 22:15:00'    2703.318                1450.468
'2015-07-04 22:20:00'    2710.292                1413.082
'2015-07-04 22:25:00'    2738.006                1364.849
'2015-07-04 22:30:00'    2741.256                1529.496
'2015-07-04 22:35:00'    2790.818                1321.762
'2015-07-04 22:40:00'    2985.611                1168.463
'2015-07-04 22:45:00'    2970.519                1145.967
'2015-07-04 22:50:00'    2950.034                1174.062
'2015-07-04 22:55:00'    3081.400                 910.712
'2015-07-04 23:00:00'    2998.000                1036.698
'2015-07-04 23:05:00'    2942.247                 858.001
'2015-07-04 23:10:00'    2934.921                1003.767
'2015-07-04 23:15:00'    2918.629                 879.356
'2015-07-04 23:20:00'    3144.240                 810.078
'2015-07-04 23:25:00'    3045.672                 890.502
'2015-07-04 23:30:00'    2988.769                 875.076
'2015-07-04 23:35:00'    3023.443                 779.265
'2015-07-04 23:40:00'    3199.863                 526.656
'2015-07-04 23:45:00'    3100.705                 672.502
'2015-07-04 23:50:00'    3145.679                 461.522
'2015-07-04 23:55:00'    3191.954                 409.542
'2015-07-05 00:00:00'    3208.000                 259.559
'2015-07-05 00:05:00'    3086.829                 404.618
'2015-07-05 00:10:00'    3231.457                 175.034
'2015-07-05 00:15:00'    3187.633                 254.739
'2015-07-05 00:20:00'    3293.074                 252.577
'2015-07-05 00:25:00'    3316.118                  73.007
'2015-07-05 00:30:00'    3271.777                  15.000
'2015-07-05 00:35:00'    3404.223                  36.692
'2015-07-05 00:40:00'    3306.275                  59.034
'2015-07-05 00:45:00'    3288.913       2.386            
'2015-07-05 00:50:00'    3335.499      98.982            
'2015-07-05 00:55:00'    3347.598                  74.731
'2015-07-05 01:00:00'    3375.091      16.909            
'2015-07-05 01:05:00'    3259.895                  94.461
'2015-07-05 01:10:00'    3247.957     132.896            
'2015-07-05 01:15:00'    3311.270       0.880            
'2015-07-05 01:20:00'    3228.636      43.367            
'2015-07-05 01:25:00'    3306.299      58.295            
'2015-07-05 01:30:00'    3255.297     108.196            
'2015-07-05 01:35:00'    3284.193      50.890            
'2015-07-05 01:40:00'    3219.750      63.900            
'2015-07-05 01:45:00'    3259.165      65.897            
'2015-07-05 01:50:00'    3187.517      46.765            
'2015-07-05 01:55:00'    3233.271      31.888            
'2015-07-05 02:00:00'    3190.155     153.845            
'2015-07-05 02:05:00'    3181.946     253.725            
'2015-07-05 02:10:00'    3179.914     293.708            
'2015-07-05 02:15:00'    3225.998     243.650            
'2015-07-05 02:20:00'    3179.697     341.435            
'2015-07-05 02:25:00'    3158.738     378.589            
'2015-07-05 02:30:00'    3159.164     560.798            
'2015-07-05 02:35:00'    3180.210     494.718            
'2015-07-05 02:40:00'    3057.172     552.145            
'2015-07-05 02:45:00'    3042.364     671.398            
'2015-07-05 02:50:00'    3112.484     665.568            
'2015-07-05 02:55:00'    3070.833     713.781            
